DEMUC,CHUDECON,MASO,CAUHOI,CAUTRALOI,GIAITHICH
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0235,Thói quen vệ sinh răng miệng nào giúp ngăn ngừa viêm nha chu?,"Đánh răng đúng kỹ thuật ít nhất 2 lần/ngày, sử dụng chỉ nha khoa hoặc bàn chải kẽ để làm sạch kẽ răng, và khám răng định kỳ.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0236,Tại sao cần khám răng định kỳ ở người bệnh đái tháo đường?,"Giúp phát hiện sớm các bệnh lý răng miệng, kịp thời điều trị, giảm nguy cơ biến chứng và bảo vệ sức khỏe tổng thể.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0237,Căng thẳng kéo dài ảnh hưởng gì đến viêm nha chu?,"Căng thẳng làm tăng cortisol gây suy giảm miễn dịch, làm bệnh tiến triển nặng hơn và giảm khả năng hồi phục.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0238,Suy giảm miễn dịch làm tăng nguy cơ viêm nha chu như thế nào?,"Hệ miễn dịch yếu làm giảm khả năng chống lại vi khuẩn gây viêm, khiến bệnh dễ phát triển và khó chữa.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0239,Phụ nữ mang thai có nguy cơ viêm nướu không?,"Có, do thay đổi nội tiết làm nướu nhạy cảm hơn với vi khuẩn, gây viêm và sưng nướu gọi là viêm nướu thai kỳ.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0240,Mảng bám vi khuẩn là gì?,"Là lớp màng dính gồm vi khuẩn và các chất nhầy bám trên răng, là nguyên nhân chính gây viêm nướu và viêm nha chu.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0241,Làm thế nào để loại bỏ mảng bám vi khuẩn hiệu quả?,"Đánh răng đúng kỹ thuật, dùng chỉ nha khoa, bàn chải kẽ và lấy cao răng định kỳ tại nha khoa.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0242,Viêm nha chu có thể điều trị khỏi hoàn toàn không?,"Nếu phát hiện và điều trị sớm, viêm nha chu có thể kiểm soát tốt, giảm tổn thương, nhưng tổn thương xương đã mất khó hồi phục hoàn toàn.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0243,Ảnh hưởng của thuốc lá đến điều trị viêm nha chu là gì?,"Thuốc lá làm giảm lưu lượng máu, ức chế miễn dịch và giảm khả năng lành thương, làm điều trị kém hiệu quả và tăng nguy cơ tái phát.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0244,Tại sao viêm nha chu cần được quan tâm đặc biệt ở bệnh nhân đái tháo đường?,"Vì viêm nha chu làm tăng viêm toàn thân, ảnh hưởng xấu đến kiểm soát đường huyết, đồng thời bệnh đái tháo đường làm viêm nha chu nặng hơn, tạo vòng xoắn bệnh lý khó kiểm soát.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0245,Phenyltoin là thuốc gì?,"Phenyltoin là thuốc chống co giật được sử dụng phổ biến trong điều trị động kinh. Thuốc có tác dụng ổn định hoạt động điện trong não nhưng có thể gây tác dụng phụ là phì đại nướu (nướu dày to lên), làm tăng nguy cơ viêm nướu và viêm nha chu.",
BỆNH LÝ RĂNG MIỆNG,"Viêm nướu, viêm nha chu và mất răng",Q0246,Ciclosporin là thuốc gì?,"Ciclosporin là thuốc ức chế miễn dịch được dùng trong ghép tạng và điều trị một số bệnh tự miễn. Thuốc có thể gây phì đại nướu, làm nướu sưng to và tăng nguy cơ viêm nha chu nếu vệ sinh răng miệng kém.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0247,Sâu răng là gì?,"Sâu răng là tình trạng tổn thương cấu trúc răng do axit được tạo ra bởi vi khuẩn trong mảng bám răng phân hủy đường từ thức ăn, làm mất khoáng men răng. Nếu không được điều trị, sâu răng có thể tiến triển vào ngà răng và tủy răng, gây đau nhức và ảnh hưởng nghiêm trọng đến sức khỏe răng miệng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0248,Nguyên nhân chính gây sâu răng là gì?,"Nguyên nhân chính là sự tích tụ của vi khuẩn trong mảng bám răng. Vi khuẩn này sử dụng đường từ thức ăn để sản xuất axit, làm hỏng men răng. Yếu tố vệ sinh răng miệng kém, chế độ ăn nhiều đường và giảm tiết nước bọt làm tăng nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0249,Vi khuẩn gây sâu răng là gì?,"Loại vi khuẩn thường liên quan nhất đến sâu răng là Streptococcus mutans và Lactobacillus. Chúng tạo axit từ đường, làm mất khoáng men răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0250,Mảng bám răng là gì?,"Mảng bám răng là lớp màng dính, không màu, hình thành trên bề mặt răng do sự kết hợp của vi khuẩn, thức ăn và nước bọt. Nếu không loại bỏ thường xuyên, mảng bám sẽ gây sâu răng và viêm nướu.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0251,Men răng là gì?,"Men răng là lớp ngoài cùng cứng nhất của răng, chứa nhiều khoáng chất như hydroxyapatit. Men răng bảo vệ các lớp bên trong răng nhưng không có khả năng tái tạo nếu bị phá hủy hoàn toàn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0252,Vai trò của nước bọt trong phòng ngừa sâu răng là gì?,"Nước bọt giúp rửa trôi thức ăn và vi khuẩn, trung hòa axit và cung cấp khoáng chất như canxi, phosphat để tái khoáng men răng. Khi tiết nước bọt giảm, nguy cơ sâu răng tăng cao.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0253,Tại sao ăn nhiều đường gây sâu răng?,"Đường là nguồn dinh dưỡng cho vi khuẩn trong mảng bám. Khi vi khuẩn phân giải đường, chúng tạo ra axit làm hòa tan men răng. Đặc biệt, đường dính và ăn thường xuyên làm nguy cơ sâu răng tăng mạnh.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0254,Triệu chứng sớm của sâu răng là gì?,"Giai đoạn đầu, sâu răng thường xuất hiện các đốm trắng hoặc vàng nâu trên men răng, có thể ê buốt nhẹ khi ăn đồ ngọt, nóng hoặc lạnh. Nếu phát hiện sớm, có thể điều trị mà không cần trám.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0255,Khi nào sâu răng gây đau nhức?,"Khi sâu răng tiến triển qua men và ngà răng đến tủy răng, sẽ gây đau nhức dữ dội, đặc biệt về đêm hoặc khi ăn uống. Đây là dấu hiệu bệnh đã nặng, cần điều trị ngay.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0256,Sâu răng ở bệnh nhân đái tháo đường có gì khác?,"Ở bệnh nhân đái tháo đường, đường huyết cao làm giảm sức đề kháng và thay đổi thành phần nước bọt, khiến sâu răng tiến triển nhanh hơn và nguy cơ nhiễm trùng cao hơn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0257,Điều trị sâu răng giai đoạn sớm như thế nào?,"Giai đoạn sớm có thể điều trị bằng cách loại bỏ mảng bám, dùng fluor tại chỗ để tái khoáng men răng, kết hợp vệ sinh răng miệng đúng cách.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0258,Fluor là gì và có vai trò gì trong phòng ngừa sâu răng?,Fluor là khoáng chất giúp men răng cứng chắc và chống lại tác động của axit. Sử dụng kem đánh răng hoặc súc miệng chứa fluor làm giảm nguy cơ sâu răng rõ rệt.,
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0259,Khi sâu răng đã tạo lỗ thì điều trị thế nào?,"Bác sĩ sẽ loại bỏ phần răng bị sâu và trám lại bằng vật liệu phù hợp như composite, amalgam hoặc GIC. Mục tiêu là khôi phục hình dạng và chức năng răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0260,Trám răng composite là gì?,"Composite là vật liệu trám răng có màu giống răng thật, thẩm mỹ cao, bám tốt. Tuy nhiên, cần chăm sóc đúng để kéo dài tuổi thọ miếng trám.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0261,Nếu sâu răng không điều trị thì hậu quả gì?,"Sâu răng không điều trị sẽ lan vào tủy, gây viêm tủy, áp xe, mất răng và lan nhiễm trùng sang vùng khác, ảnh hưởng sức khỏe toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0262,Mất răng do sâu răng ảnh hưởng gì?,"Mất răng làm giảm khả năng nhai, ảnh hưởng phát âm, thẩm mỹ và có thể gây tiêu xương hàm theo thời gian.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0263,Phòng ngừa sâu răng hiệu quả thế nào?,"Chải răng 2 lần/ngày với kem chứa fluor, dùng chỉ nha khoa, hạn chế đồ ngọt, ăn nhiều rau quả và khám răng định kỳ.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0264,Chỉ nha khoa là gì và tác dụng ra sao?,"Chỉ nha khoa là dụng cụ vệ sinh răng giúp loại bỏ mảng bám và thức ăn ở kẽ răng, nơi bàn chải khó tiếp cận.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0265,Vai trò của khám răng định kỳ trong phòng ngừa sâu răng?,"Khám răng định kỳ giúp phát hiện sâu răng ở giai đoạn sớm, làm sạch cao răng và được tư vấn chăm sóc răng miệng đúng cách.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0266,Sâu răng ở trẻ em có đặc điểm gì?,"Răng sữa có men mỏng hơn răng vĩnh viễn, nên sâu răng tiến triển nhanh hơn. Sâu răng sớm ở trẻ ảnh hưởng đến phát triển hàm và răng vĩnh viễn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0267,Chế độ ăn uống ảnh hưởng thế nào đến sâu răng?,"Chế độ ăn nhiều đường, tinh bột dễ lên men làm tăng nguy cơ sâu răng, trong khi ăn nhiều rau, trái cây, sữa giúp bảo vệ răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0268,Nước súc miệng có giúp ngừa sâu răng không?,Nước súc miệng chứa fluor hoặc chất kháng khuẩn giúp giảm mảng bám và tăng khả năng bảo vệ răng.,
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0269,Tại sao đồ uống có gas gây hại cho răng?,"Đồ uống có gas chứa axit và đường, vừa mòn men răng vừa tạo môi trường cho vi khuẩn gây sâu răng phát triển.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0270,Vai trò của nha sĩ trong điều trị sâu răng?,"Nha sĩ chẩn đoán, điều trị tổn thương sâu, hướng dẫn vệ sinh răng miệng và theo dõi phòng ngừa tái phát.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0271,Sâu răng có thể tự khỏi không?,"Không, sâu răng không thể tự khỏi. Chỉ sâu giai đoạn sớm mới có thể ngăn tiến triển bằng tái khoáng, còn đã có lỗ phải điều trị nha khoa.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0272,Vì sao người khô miệng dễ sâu răng?,"Khô miệng làm giảm rửa trôi vi khuẩn và axit, giảm tái khoáng men, khiến sâu răng phát triển nhanh hơn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0273,Mối liên hệ giữa sâu răng và viêm nha chu?,Sâu răng và viêm nha chu đều do mảng bám vi khuẩn gây ra. Chúng có thể tồn tại đồng thời và làm nặng thêm tình trạng của nhau.,
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0274,Tại sao sâu răng thường đau về đêm?,"Ban đêm, lưu lượng máu đến tủy răng tăng, áp lực trong răng cao hơn nên cảm giác đau rõ hơn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0275,Đái tháo đường có làm sâu răng nặng hơn không?,"Có. Đái tháo đường làm giảm sức đề kháng, thay đổi thành phần nước bọt và tăng nguy cơ nhiễm trùng, khiến sâu răng tiến triển nhanh.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0276,Phòng ngừa sâu răng cho bệnh nhân đái tháo đường thế nào?,"Kiểm soát tốt đường huyết, vệ sinh răng miệng kỹ, khám nha khoa thường xuyên và chế độ ăn hợp lý giúp giảm nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0277,Vai trò của fluor tại phòng nha?,"Fluor tại phòng nha (fluoride varnish) có nồng độ cao, được bôi trực tiếp lên răng để tăng cường men và giảm sâu răng, đặc biệt ở người nguy cơ cao.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0278,Sâu răng có lây không?,"Vi khuẩn gây sâu răng có thể lây qua nước bọt (hôn, dùng chung muỗng), nhưng cần có yếu tố thuận lợi mới phát triển thành sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0279,Vai trò của trám bít hố rãnh trong phòng ngừa sâu răng?,"Trám bít hố rãnh là kỹ thuật phủ vật liệu bảo vệ lên mặt nhai răng hàm để ngăn vi khuẩn và thức ăn bám, rất hiệu quả ở trẻ em.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0280,Dùng tăm xỉa răng có phòng ngừa sâu răng không?,Tăm gỗ có thể loại bỏ thức ăn lớn nhưng không làm sạch mảng bám tốt như chỉ nha khoa và có thể gây tổn thương nướu nếu dùng sai cách.,
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0281,Tại sao fluor không nên dùng quá liều?,"Quá nhiều fluor có thể gây nhiễm fluor răng, khiến men răng đổi màu hoặc xuất hiện đốm trắng/nâu, và trong trường hợp nặng có thể ảnh hưởng sức khỏe toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0282,Khi nào nên lấy tủy do sâu răng?,"Khi sâu răng đã lan đến tủy, gây viêm tủy hoặc hoại tử tủy, cần điều trị nội nha (lấy tủy) để loại bỏ nhiễm trùng và bảo tồn răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0283,Có nên nhổ răng khi sâu quá lớn không?,"Nếu răng sâu quá lớn và không thể phục hồi bằng trám hoặc bọc sứ, nhổ răng là cần thiết để tránh nhiễm trùng lan rộng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0284,Mối liên hệ giữa sâu răng và sức khỏe toàn thân?,"Sâu răng có thể là ổ nhiễm trùng mạn tính, vi khuẩn từ răng có thể lan qua máu gây viêm nội tâm mạc, ảnh hưởng tim mạch hoặc làm nặng bệnh toàn thân như đái tháo đường.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0285,Ngà răng là gì?,"Ngà răng là lớp mô cứng nằm bên dưới men răng và bao quanh tủy răng. Thành phần của ngà răng chủ yếu là khoáng chất (canxi, phosphat) nhưng mềm hơn men răng nên dễ bị tổn thương khi men răng bị phá hủy. Ngà răng chứa các ống nhỏ dẫn đến tủy, vì vậy khi bị lộ sẽ gây cảm giác ê buốt.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0286,Tủy răng là gì?,"Tủy răng là phần mô mềm nằm ở trung tâm của răng, chứa mạch máu và dây thần kinh nuôi dưỡng răng. Tủy răng giúp duy trì sự sống của răng, nhưng nếu bị viêm hoặc nhiễm trùng do sâu răng hay chấn thương thì có thể gây đau dữ dội và cần điều trị nội nha (lấy tủy).",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0287,Khô miệng là gì?,"Khô miệng (xerostomia) là tình trạng giảm tiết nước bọt hoặc thay đổi chất lượng nước bọt, khiến người bệnh cảm thấy khô rát, khó chịu trong khoang miệng. Đây không chỉ là cảm giác khó chịu mà còn làm tăng nguy cơ mắc bệnh răng miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0288,Vì sao bệnh nhân đái tháo đường dễ bị khô miệng?,"Ở bệnh nhân đái tháo đường, đường huyết cao kéo dài có thể làm tổn thương tuyến nước bọt và mạch máu nhỏ nuôi dưỡng tuyến này, dẫn đến giảm tiết nước bọt. Ngoài ra, biến chứng thần kinh và tác dụng phụ của thuốc cũng góp phần gây khô miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0289,Khô miệng ở bệnh nhân đái tháo đường thường gặp ở mức độ nào?,"Nhiều nghiên cứu cho thấy từ 34% đến 51% bệnh nhân đái tháo đường gặp tình trạng khô miệng, trong đó mức độ có thể từ nhẹ (chỉ cảm thấy khô vào ban đêm) đến nặng (ảnh hưởng cả ngày).",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0290,Tại sao khô miệng lại nguy hiểm đối với sức khỏe răng miệng?,"Nước bọt đóng vai trò làm sạch thức ăn, trung hòa axit và bảo vệ niêm mạc. Khi thiếu nước bọt, vi khuẩn dễ phát triển, tăng nguy cơ sâu răng, viêm nướu, viêm nha chu và loét miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0291,Khô miệng ảnh hưởng thế nào đến cuộc sống hàng ngày?,"Người bị khô miệng có thể khó ăn thức ăn khô, khó nuốt, nói chuyện không trôi chảy, giảm vị giác, dẫn đến giảm chất lượng cuộc sống và tăng stress tâm lý.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0292,Nguyên nhân nào khác ngoài đường huyết cao có thể gây khô miệng ở bệnh nhân đái tháo đường?,"Nguyên nhân có thể bao gồm tác dụng phụ của thuốc (lợi tiểu, chống trầm cảm, hạ huyết áp), mất nước, tuổi cao, stress, bệnh tuyến nước bọt, xạ trị vùng đầu cổ hoặc các bệnh tự miễn như hội chứng Sjögren.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0293,Vì sao kiểm soát đường huyết kém làm khô miệng nặng hơn?,"Đường huyết cao làm tăng glucose trong nước bọt, gây thay đổi môi trường miệng, giảm hoạt động của tuyến nước bọt và làm nặng thêm tình trạng khô miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0294,Khô miệng có thể gây loét miệng không?,"Có. Khi thiếu nước bọt, niêm mạc miệng dễ bị tổn thương do cọ xát, dẫn đến loét, đau và dễ nhiễm trùng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0295,Loét miệng ở bệnh nhân đái tháo đường nguy hiểm thế nào?,"Loét miệng kéo dài không chỉ gây đau mà còn khó lành do đường huyết cao làm giảm khả năng tái tạo mô, dễ dẫn đến nhiễm trùng lan rộng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0296,Nước bọt có vai trò gì trong bảo vệ răng miệng?,"Nước bọt giúp rửa sạch mảng bám, trung hòa axit, cung cấp khoáng chất để tái khoáng men răng, đồng thời chứa các chất kháng khuẩn bảo vệ niêm mạc miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0297,Khô miệng làm tăng nguy cơ sâu răng như thế nào?,"Khi lượng nước bọt giảm, axit do vi khuẩn tạo ra không được trung hòa, men răng dễ bị hủy khoáng, tạo điều kiện cho sâu răng phát triển nhanh hơn.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0298,Các triệu chứng thường gặp của khô miệng là gì?,"Bao gồm cảm giác khô rát, dính ở miệng, khó nuốt, khó nói, khát nước thường xuyên, môi khô nứt, lưỡi nứt và có mảng trắng, hơi thở có mùi.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0299,Làm thế nào để xác định nguyên nhân gây khô miệng ở bệnh nhân đái tháo đường?,"Bác sĩ sẽ khai thác bệnh sử, thuốc đang dùng, kiểm tra miệng, đo lưu lượng nước bọt và có thể chỉ định xét nghiệm loại trừ các bệnh lý tuyến nước bọt hoặc bệnh toàn thân khác.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0300,Khô miệng có thể điều trị khỏi hoàn toàn không?,"Nếu nguyên nhân là kiểm soát đường huyết kém hoặc tác dụng phụ thuốc, tình trạng có thể cải thiện đáng kể khi kiểm soát tốt bệnh hoặc điều chỉnh thuốc. Tuy nhiên, nếu do tổn thương tuyến nước bọt vĩnh viễn, sẽ cần biện pháp hỗ trợ lâu dài.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0301,Làm sao để giảm khô miệng ở bệnh nhân đái tháo đường?,"Kiểm soát đường huyết, uống đủ nước, nhai kẹo không đường, dùng nước súc miệng không cồn, sử dụng máy tạo ẩm khi ngủ và dùng nước bọt nhân tạo khi cần thiết.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0302,Có nên dùng kẹo cao su để giảm khô miệng không?,"Có, nhưng nên chọn kẹo cao su không đường có chứa xylitol để kích thích tiết nước bọt và phòng sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0303,Thực phẩm nào giúp giảm khô miệng?,"Các loại trái cây mọng nước như cam, dưa hấu, táo; rau giòn như cần tây; và các món ăn có nhiều nước (canh, súp) giúp tăng tiết nước bọt.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0304,Đồ uống nào nên tránh khi bị khô miệng?,"Nên hạn chế cà phê, trà đặc, rượu, nước ngọt có gas vì chúng có thể gây mất nước và làm khô miệng nặng hơn.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0305,Khô miệng có thể làm hôi miệng không?,"Có. Khi nước bọt giảm, vi khuẩn phân hủy thức ăn và tạo hợp chất lưu huỳnh dễ bay hơi, gây mùi hôi khó chịu.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0306,Người bị khô miệng nên khám răng miệng định kỳ bao lâu?,"Ít nhất 6 tháng một lần, hoặc thường xuyên hơn nếu có nhiều nguy cơ sâu răng, viêm nha chu hoặc loét miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0307,Khô miệng có liên quan đến biến chứng thần kinh ở bệnh nhân đái tháo đường không?,"Có. Biến chứng thần kinh tự chủ có thể ảnh hưởng đến điều khiển hoạt động tuyến nước bọt, làm giảm tiết nước bọt.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0308,Khô miệng có thể là dấu hiệu cảnh báo bệnh gì khác không?,"Có thể là dấu hiệu của bệnh tuyến nước bọt, hội chứng Sjögren, bệnh Parkinson, trầm cảm hoặc tác dụng phụ của nhiều loại thuốc.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0309,Khô miệng có thể gây khó nuốt không?,"Có. Nước bọt giúp làm trơn thức ăn, khi thiếu, người bệnh có thể khó nuốt, đặc biệt với thức ăn khô.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0310,Khô miệng làm thay đổi vị giác như thế nào?,"Người bệnh có thể cảm thấy vị kim loại, vị đắng hoặc mất vị giác, khiến ăn uống kém ngon miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0311,Nước bọt nhân tạo là gì?,"Nước bọt nhân tạo là dung dịch mô phỏng chức năng của nước bọt tự nhiên, giúp làm ẩm miệng, giảm khô và hỗ trợ ăn uống, nói chuyện.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0312,Dùng nước súc miệng nào tốt cho người bị khô miệng?,"Nên chọn loại không chứa cồn, có fluoride và thành phần giữ ẩm như glycerin hoặc xylitol.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0313,Có loại thuốc nào hỗ trợ tiết nước bọt không?,"Thuốc như pilocarpin hoặc cevimeline có thể được dùng trong một số trường hợp, nhưng cần có chỉ định và theo dõi của bác sĩ.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0314,Khô miệng có thể làm tăng nguy cơ nhiễm nấm miệng không?,"Có. Môi trường khô, nhiều đường trong nước bọt ở bệnh nhân đái tháo đường là điều kiện thuận lợi cho nấm Candida phát triển.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0315,Tại sao người cao tuổi bị đái tháo đường dễ bị khô miệng hơn?,"Vì họ thường mắc nhiều bệnh mạn tính, dùng nhiều loại thuốc và tuyến nước bọt bị suy giảm chức năng theo tuổi.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0316,Khô miệng có phải là bệnh hay chỉ là triệu chứng?,"Khô miệng là một triệu chứng, nhưng có thể trở thành một tình trạng mạn tính nếu nguyên nhân không được điều trị.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0317,Người bị khô miệng nên tránh loại kem đánh răng nào?,Nên tránh kem đánh răng có chất tẩy mạnh hoặc chứa natri lauryl sulfate vì có thể làm khô niêm mạc miệng hơn.,
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0318,Tại sao cần tránh hút thuốc khi bị khô miệng?,"Hút thuốc làm giảm lưu lượng máu đến tuyến nước bọt, tăng mất nước và làm tổn thương niêm mạc, khiến tình trạng khô miệng trầm trọng hơn.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0319,Khô miệng ban đêm có phải là vấn đề thường gặp ở bệnh nhân đái tháo đường?,Có. Nhiều người bị khô miệng chủ yếu vào ban đêm do thở bằng miệng khi ngủ hoặc do đường huyết tăng cao về đêm.,
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0320,Có mối liên hệ nào giữa khô miệng và mất nước ở bệnh nhân đái tháo đường không?,Có. Mất nước do đi tiểu nhiều ở bệnh nhân đái tháo đường là một nguyên nhân phổ biến gây khô miệng.,
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0321,Khô miệng ở bệnh nhân đái tháo đường có thể phòng ngừa như thế nào?,"Bằng cách kiểm soát tốt đường huyết, uống đủ nước, tránh các yếu tố gây khô miệng, duy trì vệ sinh răng miệng tốt và khám nha khoa định kỳ để phát hiện sớm các vấn đề.",
BỆNH LÝ RĂNG MIỆNG,Nhiễm trùng và chậm lành thương,Q0322,Nhiễm trùng vùng hàm mặt là gì?,"Nhiễm trùng vùng hàm mặt là tình trạng vi khuẩn, virus hoặc nấm xâm nhập và gây viêm ở khu vực miệng, hàm và mặt. Tình trạng này có thể xảy ra do sâu răng, viêm nướu, chấn thương, hoặc sau phẫu thuật răng hàm mặt. Nếu không điều trị sớm, nhiễm trùng có thể lan sang các vùng lân cận và gây biến chứng toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Nhiễm trùng và chậm lành thương,Q0323,Nguyên nhân thường gặp gây nhiễm trùng vùng hàm mặt là gì?,"Nguyên nhân phổ biến gồm sâu răng không điều trị, viêm nha chu, viêm nướu, chấn thương vùng mặt, nhiễm trùng sau nhổ răng hoặc phẫu thuật. Ngoài ra, vệ sinh răng miệng kém, hút thuốc và bệnh toàn thân như đái tháo đường cũng làm tăng nguy cơ.",
BỆNH LÝ RĂNG MIỆNG,Nhiễm trùng và chậm lành thương,Q0324,Các loại nhiễm trùng vùng hàm mặt thường gặp là gì?,"Bao gồm áp xe răng, viêm mô tế bào, viêm xương hàm, viêm tuyến nước bọt và nhiễm trùng sau phẫu thuật. Mỗi loại có đặc điểm và mức độ nghiêm trọng khác nhau, cần được chẩn đoán chính xác để điều trị đúng.",
BỆNH LÝ RĂNG MIỆNG,Nhiễm trùng và chậm lành thương,Q0325,Áp xe răng là gì?,"Áp xe răng là túi mủ hình thành quanh chân răng hoặc trong nướu, thường do sâu răng lan rộng hoặc viêm nướu không điều trị. Gây đau nhức dữ dội, sưng mặt và có thể lan nhiễm trùng sang vùng khác.",
BỆNH LÝ RĂNG MIỆNG,Nhiễm trùng và chậm lành thương,Q0326,Viêm mô tế bào là gì?,"Viêm mô tế bào là tình trạng nhiễm trùng lan tỏa ở mô mềm vùng mặt, thường kèm sưng đỏ, đau, nóng và có thể lan nhanh. Đây là tình trạng nghiêm trọng cần điều trị kháng sinh sớm để tránh biến chứng nguy hiểm.",
